"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AL.MONTOYA","2012-2013","WPG",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2012-2013","T.B",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2012-2013","BOS",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2012-2013","S.J",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2012-2013","OTT/T.B",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.SCRIVENS","2012-2013","TOR",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2012-2013","WSH",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2012-2013","STL",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2012-2013","CAR",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2012-2013","MTL",13,0.77,1,0,100,91,9,NA,100,NA,0.09
"CEDRICK.DESJARDINS","2012-2013","T.B",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.MASON","2012-2013","NSH",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2012-2013","CHI",14,0.33,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2012-2013","VAN",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2012-2013","OTT",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"CRISTOPHER.NILSTORP","2012-2013","DAL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2012-2013","CAR",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2012-2013","MIN",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2012-2013","EDM",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"EVGENI.NABOKOV","2012-2013","NYI",15,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2012-2013","NYR",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2012-2013","PHI",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2012-2013","FLA",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2012-2013","STL",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2012-2013","TOR",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2012-2013","STL",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2012-2013","ARI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2012-2013","COL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2012-2013","BUF",4,0.6,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2012-2013","DET",14,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOEY.MACDONALD","2012-2013","CGY",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHAN.HEDBERG","2012-2013","N.J",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.GUSTAVSSON","2012-2013","DET",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2012-2013","ANA",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2012-2013","L.A",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOSE.THEODORE","2012-2013","FLA",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOSH.HARDING","2012-2013","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2012-2013","CAR",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2012-2013","DAL",9,0,0,0,NA,NA,NA,NA,NA,NA,0
