"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"AL.MONTOYA","2012-2013","WPG",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANDERS.LINDBACK","2012-2013","T.B",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTON.KHUDOBIN","2012-2013","BOS",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"ANTTI.NIEMI","2012-2013","S.J",17,0,0,0,NA,NA,NA,NA,NA,NA,0
"BEN.BISHOP","2012-2013","OTT/T.B",8,0.77,1,0,100,94,6,NA,100,NA,0.06
"BEN.SCRIVENS","2012-2013","TOR",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRADEN.HOLTBY","2012-2013","WSH",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2012-2013","STL",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2012-2013","CAR",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAREY.PRICE","2012-2013","MTL",16,0.6,1,0,100,65,35,NA,NA,100,0.35
"CEDRICK.DESJARDINS","2012-2013","T.B",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2012-2013","ARI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.MASON","2012-2013","NSH",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2012-2013","CHI",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"CORY.SCHNEIDER","2012-2013","VAN",13,0,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2012-2013","OTT",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"CRISTOPHER.NILSTORP","2012-2013","DAL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DAN.ELLIS","2012-2013","CAR",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"DANIEL.TAYLOR","2012-2013","CGY",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2012-2013","MIN",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2012-2013","EDM",10,0,0,0,NA,NA,NA,NA,NA,NA,0
"EVGENI.NABOKOV","2012-2013","NYI",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"HENRIK.LUNDQVIST","2012-2013","NYR",19,0,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2012-2013","PHI",16,0,0,0,NA,NA,NA,NA,NA,NA,0
"JACOB.MARKSTROM","2012-2013","FLA",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAKE.ALLEN","2012-2013","STL",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2012-2013","TOR",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2012-2013","STL",4,0,0,0,NA,NA,NA,NA,NA,NA,0
"JASON.LABARBERA","2012-2013","ARI",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"JEAN-SEBASTIEN.GIGUERE","2012-2013","COL",5,0,0,0,NA,NA,NA,NA,NA,NA,0
