"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.STALOCK","2012-2013","S.J",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"AL.MONTOYA","2012-2013","WPG",4,2.02,4,0,100,84.5,15.5,NA,100,100,0.62
"ANDERS.LINDBACK","2012-2013","T.B",11,2.8,8,2,75,83,-8,NA,100,66.67,-0.64
"ANTON.KHUDOBIN","2012-2013","BOS",9,2.92,3,0,100,81,19,NA,100,100,0.57
"ANTTI.NIEMI","2012-2013","S.J",20,1.5,3,1,66.67,81,-14.33,NA,0,100,-0.43
"BEN.BISHOP","2012-2013","OTT/T.B",12,3,3,0,100,76,24,NA,100,100,0.72
"BEN.SCRIVENS","2012-2013","TOR",10,1.05,3,0,100,71.67,28.33,NA,NA,100,0.85
"BRADEN.HOLTBY","2012-2013","WSH",17,0.7,3,2,33.33,85.67,-52.33,NA,0,50,-1.57
"BRIAN.BOUCHER","2012-2013","PHI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"BRIAN.ELLIOTT","2012-2013","STL",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"CAM.WARD","2012-2013","CAR",11,2.03,6,1,83.33,72.33,11,NA,NA,83.33,0.66
"CAREY.PRICE","2012-2013","MTL",18,0.87,0,0,NA,NA,NA,NA,NA,NA,0
"CARTER.HUTTON","2012-2013","CHI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CEDRICK.DESJARDINS","2012-2013","T.B",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHAD.JOHNSON","2012-2013","ARI",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"CHRIS.MASON","2012-2013","NSH",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"COREY.CRAWFORD","2012-2013","CHI",17,2.03,2,0,100,73.5,26.5,NA,NA,100,0.53
"CORY.SCHNEIDER","2012-2013","VAN",14,1.55,0,0,NA,NA,NA,NA,NA,NA,0
"CRAIG.ANDERSON","2012-2013","OTT",10,2.03,6,1,83.33,74.5,8.83,NA,100,75,0.53
"CRISTOPHER.NILSTORP","2012-2013","DAL",2,1.32,4,1,75,86.5,-11.5,NA,100,0,-0.46
"DAN.ELLIS","2012-2013","CAR",7,1.68,3,0,100,70,30,NA,NA,100,0.9
"DANIEL.TAYLOR","2012-2013","CGY",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"DARCY.KUEMPER","2012-2013","MIN",5,0,0,0,NA,NA,NA,NA,NA,NA,0
"DEVAN.DUBNYK","2012-2013","EDM",19,0.87,4,0,100,79.25,20.75,NA,100,100,0.83
"EVGENI.NABOKOV","2012-2013","NYI",21,2.63,3,0,100,79.33,20.67,NA,NA,100,0.62
"HENRIK.LUNDQVIST","2012-2013","NYR",20,0.18,0,0,NA,NA,NA,NA,NA,NA,0
"ILYA.BRYZGALOV","2012-2013","PHI",18,8.75,10,2,80,85,-5,NA,100,75,-0.5
"JACOB.MARKSTROM","2012-2013","FLA",12,1.47,1,1,0,52,-52,NA,NA,0,-0.52
"JAKE.ALLEN","2012-2013","STL",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"JAMES.REIMER","2012-2013","TOR",15,1.07,0,0,NA,NA,NA,NA,NA,NA,0
"JAROSLAV.HALAK","2012-2013","STL",9,2.2,2,1,50,76.5,-26.5,NA,NA,50,-0.53
"JASON.LABARBERA","2012-2013","ARI",7,1.35,3,0,100,76.33,23.67,NA,NA,100,0.71
"JEAN-SEBASTIEN.GIGUERE","2012-2013","COL",11,1.93,2,0,100,52,48,NA,NA,100,0.96
"JEFF.FRAZEE","2012-2013","N.J",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JHONAS.ENROTH","2012-2013","BUF",5,0.07,0,0,NA,NA,NA,NA,NA,NA,0
"JIMMY.HOWARD","2012-2013","DET",18,5.32,5,1,80,73.4,6.6,NA,100,66.67,0.33
"JOEY.MACDONALD","2012-2013","CGY",12,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOHAN.HEDBERG","2012-2013","N.J",11,3.67,1,1,0,78,-78,NA,NA,0,-0.78
"JONAS.GUSTAVSSON","2012-2013","DET",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONAS.HILLER","2012-2013","ANA",14,1.77,2,1,50,89,-39,NA,0,100,-0.78
"JONATHAN.BERNIER","2012-2013","L.A",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"JONATHAN.QUICK","2012-2013","L.A",19,8.1,11,1,90.91,73.18,17.73,NA,100,90,1.95
"JOSE.THEODORE","2012-2013","FLA",6,0,0,0,NA,NA,NA,NA,NA,NA,0
"JOSH.HARDING","2012-2013","MIN",1,1.5,0,0,NA,NA,NA,NA,NA,NA,0
"JUSSI.RYNNAS","2012-2013","TOR",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"JUSTIN.PETERS","2012-2013","CAR",10,0.05,0,0,NA,NA,NA,NA,NA,NA,0
"KARI.LEHTONEN","2012-2013","DAL",17,2.7,6,1,83.33,81,2.33,NA,100,80,0.14
"KEVIN.POULIN","2012-2013","NYI",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"LELAND.IRVING","2012-2013","CGY",3,0,0,0,NA,NA,NA,NA,NA,NA,0
"MARC-ANDRE.FLEURY","2012-2013","PIT",15,1.82,2,1,50,47.5,2.5,NA,NA,50,0.05
"MARTIN.BIRON","2012-2013","NYR",4,2.13,2,0,100,82,18,NA,100,100,0.36
"MARTIN.BRODEUR","2012-2013","N.J",13,0.38,0,0,NA,NA,NA,NA,NA,NA,0
"MATHIEU.GARON","2012-2013","T.B",11,1.38,2,1,50,78.5,-28.5,NA,NA,50,-0.57
"MATT.HACKETT","2012-2013","MIN",1,0.17,1,1,0,75,-75,NA,NA,0,-0.75
"MICHAEL.LEIGHTON","2012-2013","PHI",1,0.27,0,0,NA,NA,NA,NA,NA,NA,0
"MICHAL.NEUVIRTH","2012-2013","WSH",7,1.75,3,1,66.67,77,-10.33,NA,100,0,-0.31
"MIIKKA.KIPRUSOFF","2012-2013","CGY",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"MIKE.SMITH","2012-2013","ARI",17,0.18,0,0,NA,NA,NA,NA,NA,NA,0
"NIKLAS.BACKSTROM","2012-2013","MIN",20,0.28,1,1,0,71,-71,NA,NA,0,-0.71
"NIKOLAI.KHABIBULIN","2012-2013","EDM",5,0.73,1,1,0,84,-84,NA,NA,0,-0.84
"ONDREJ.PAVELEC","2012-2013","WPG",21,5.43,10,4,60,81.9,-21.9,NA,100,50,-2.19
"PEKKA.RINNE","2012-2013","NSH",20,0.42,1,0,100,82,18,NA,NA,100,0.18
"PETER.BUDAJ","2012-2013","MTL",9,0.77,2,0,100,72.5,27.5,NA,NA,100,0.55
"PETR.MRAZEK","2012-2013","DET",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"PHILIPP.GRUBAUER","2012-2013","WSH",2,0,0,0,NA,NA,NA,NA,NA,NA,0
"RAY.EMERY","2012-2013","CHI",9,0,0,0,NA,NA,NA,NA,NA,NA,0
"RICHARD.BACHMAN","2012-2013","DAL",7,0,0,0,NA,NA,NA,NA,NA,NA,0
"RICK.DIPIETRO","2012-2013","NYI",2,0.55,1,0,100,90,10,NA,100,NA,0.1
"ROBERTO.LUONGO","2012-2013","VAN",10,1.92,5,1,80,81,-1,NA,100,50,-0.05
"ROBIN.LEHNER","2012-2013","OTT",8,0,0,0,NA,NA,NA,NA,NA,NA,0
"RYAN.MILLER","2012-2013","BUF",21,4.55,14,3,78.57,77.71,0.86,NA,100,72.73,0.12
"SAMI.AITTOKALLIO","2012-2013","COL",1,0,0,0,NA,NA,NA,NA,NA,NA,0
"SCOTT.CLEMMENSEN","2012-2013","FLA",11,3.4,7,1,85.71,72.71,13,NA,100,83.33,0.91
"SEMYON.VARLAMOV","2012-2013","COL",16,3.88,9,2,77.78,68.89,8.89,NA,100,66.67,0.8
"SERGEI.BOBROVSKY","2012-2013","CBJ",18,1.72,3,2,33.33,76.67,-43.33,NA,NA,33.33,-1.3
"STEVE.MASON","2012-2013","CBJ/PHI",12,1.48,2,1,50,78.5,-28.5,NA,NA,50,-0.57
"THOMAS.GREISS","2012-2013","S.J",5,2.18,2,0,100,84,16,NA,100,100,0.32
"TOMAS.VOKOUN","2012-2013","PIT",11,2.33,5,1,80,60,20,NA,NA,80,1
"TUUKKA.RASK","2012-2013","BOS",17,1.22,0,0,NA,NA,NA,NA,NA,NA,0
"VIKTOR.FASTH","2012-2013","ANA",11,0,0,0,NA,NA,NA,NA,NA,NA,0
"YANN.DANIS","2012-2013","EDM",2,0,0,0,NA,NA,NA,NA,NA,NA,0
