"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2015-2016",41,1999.64,1479.94,1467.33,12.61,50.21,44.41,44.03,57.11,70.87,-13.76,44.62,1.71,2.13,64.19,63.44,0.75,50.29,1.93,1.9,174,143,-31,6.79,91.32,98.1
"ARI","2015-2016",41,1948,1376.75,1685.75,-309,44.96,42.41,51.92,55.81,75.6,-19.79,42.47,1.72,2.33,59.45,75.78,-16.33,43.96,1.83,2.33,164,144,-20,7.23,92.05,99.28
"BOS","2015-2016",41,2011.94,1559.97,1664.69,-104.72,48.38,46.52,49.64,80.93,66.98,13.95,54.72,2.41,2,67.17,74.2,-7.03,47.51,2,2.21,160,128,-32,8.89,92.57,101.46
"BUF","2015-2016",41,2053,1476.31,1749.52,-273.21,45.77,43.15,51.13,62.93,71.2,-8.27,46.92,1.84,2.08,63.96,75.8,-11.84,45.76,1.87,2.22,129,124,-5,7.53,92.7,100.23
"CAR","2015-2016",41,2079.46,1504.39,1579.28,-74.89,48.79,43.41,45.57,56.18,77.97,-21.79,41.88,1.62,2.25,66.41,76.52,-10.11,46.46,1.92,2.21,106,124,18,6.73,91.35,98.09
"CBJ","2015-2016",41,1984.95,1373.73,1700.59,-326.86,44.68,41.52,51.4,66.34,75.08,-8.74,46.91,2.01,2.27,65.02,75.43,-10.41,46.29,1.97,2.28,165,140,-25,8.45,91.9,100.35
"CGY","2015-2016",41,2003.2,1483.24,1810.52,-327.28,45.03,44.43,54.23,66,86.33,-20.33,43.33,1.98,2.59,62.65,80.78,-18.13,43.68,1.88,2.42,138,137,-1,8.18,90.7,98.88
"CHI","2015-2016",41,2046.82,1573.42,1673.68,-100.26,48.46,46.12,49.06,60.37,87.57,-27.2,40.81,1.77,2.57,67.83,84.48,-16.65,44.53,1.99,2.48,121,115,-6,6.94,90.53,97.48
"COL","2015-2016",41,1961.47,1322.39,1808.73,-486.34,42.23,40.45,55.33,66.1,62.49,3.61,51.4,2.02,1.91,59.55,76.67,-17.12,43.72,1.82,2.35,126,130,4,8.54,93.24,101.78
"DAL","2015-2016",41,2023.02,1648.83,1678.03,-29.2,49.56,48.9,49.77,76.94,87.8,-10.86,46.7,2.28,2.6,75.23,80.68,-5.45,48.25,2.23,2.39,126,124,-2,8.44,90.31,98.76
