"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2013-2014",41,208.35,111.82,194.44,-82.62,36.51,32.2,55.99,5.03,9.83,-4.8,33.85,1.45,2.83,7.75,8.55,-0.8,47.55,2.23,2.46,5,7,2,7.27,88.96,96.23
"ARI","2013-2014",41,232.96,127.02,220.5,-93.48,36.55,32.71,56.79,4.55,9.75,-5.2,31.82,1.17,2.51,3.97,10.54,-6.57,27.36,1.02,2.71,4,14,10,7.64,92.33,99.97
"BOS","2013-2014",41,206.65,134.88,183.45,-48.57,42.37,39.16,53.26,11.95,7.51,4.44,61.41,3.47,2.18,5.94,7.8,-1.86,43.23,1.72,2.26,8,9,1,15.37,92.63,108
"BUF","2013-2014",41,248.79,166.64,227.6,-60.96,42.27,40.19,54.89,7.09,9.93,-2.84,41.66,1.71,2.39,6.38,10.73,-4.35,37.29,1.54,2.59,9,10,1,6.45,92.62,99.07
"CAR","2013-2014",41,199.65,177.42,167.5,9.92,51.44,53.32,50.34,18.92,7.36,11.56,71.99,5.69,2.21,9.65,7.86,1.79,55.11,2.9,2.36,3,10,7,18.68,92.74,111.42
"CBJ","2013-2014",41,217.99,186.72,194.04,-7.32,49.04,51.39,53.41,9.06,9.48,-0.42,48.87,2.49,2.61,11.23,8.57,2.66,56.72,3.09,2.36,3,10,7,8.3,91.31,99.61
"CGY","2013-2014",41,207.9,136.89,196.72,-59.83,41.03,39.51,56.77,9.63,10.81,-1.18,47.11,2.78,3.12,9.11,9.03,0.08,50.22,2.63,2.61,8,15,7,12.86,89.35,102.21
"CHI","2013-2014",41,225.95,138.06,193.99,-55.93,41.58,36.66,51.51,7.25,7.56,-0.31,48.95,1.93,2.01,5.42,8.82,-3.4,38.06,1.44,2.34,9,10,1,9.12,92.86,101.98
"COL","2013-2014",41,223.55,116.57,197.12,-80.55,37.16,31.29,52.91,2.34,8.38,-6.04,21.83,0.63,2.25,5,9.81,-4.81,33.76,1.34,2.63,6,4,-2,3.33,92.83,96.16
"DAL","2013-2014",41,205.25,150.91,183.59,-32.68,45.12,44.11,53.67,2.15,10.21,-8.06,17.39,0.63,2.98,6.45,10.09,-3.64,39,1.89,2.95,17,15,-2,2.53,90.96,93.49
"DET","2013-2014",41,245.21,137.14,201.89,-64.75,40.45,33.56,49.4,6.61,8,-1.39,45.24,1.62,1.96,8.18,8.47,-0.29,49.13,2,2.07,5,12,7,7.65,91.88,99.54
"EDM","2013-2014",41,245.12,130.91,228.44,-97.53,36.43,32.04,55.92,4.6,7.67,-3.07,37.49,1.13,1.88,5.86,9.82,-3.96,37.37,1.43,2.4,7,9,2,5.98,93.77,99.75
"FLA","2013-2014",41,214.63,150.56,195.12,-44.56,43.55,42.09,54.55,11.84,12.34,-0.5,48.97,3.31,3.45,8,9.41,-1.41,45.95,2.24,2.63,4,7,3,14.25,89.44,103.69
"L.A","2013-2014",41,251.96,184.34,222.47,-38.13,45.31,43.9,52.98,6.55,9.37,-2.82,41.14,1.56,2.23,8.79,10.65,-1.86,45.22,2.09,2.54,7,8,1,5.89,92.28,98.17
"MIN","2013-2014",41,238.17,145.27,189.15,-43.88,43.44,36.6,47.65,7.13,10.68,-3.55,40.03,1.8,2.69,5.61,9.48,-3.87,37.18,1.41,2.39,6,5,-1,9.88,90.81,100.69
